cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
咸蛋黄味巧克力烹饪问题库,,,,,,,
37001,37,备料,制作咸蛋黄味巧克力应选用哪种巧克力作为基底较合适？,可可脂含量稳定的烘焙专用巧克力,含代可可脂的廉价巧克力砖,已经泛白起霜的陈旧巧克力,发霉长毛变质的巧克力块
37002,37,备料,处理咸蛋黄前较合适的准备是？,挑选完整无破损的咸蛋黄,直接拿整颗咸鸭蛋不剥壳,使用已经发臭变味的咸蛋黄,用石膏做的假蛋黄充数
37003,37,备料,备料时巧克力应如何分割以便后续融化？,切成大小均匀的小块,整大块原样不作分割,掰成厚薄悬殊的碎片,用锤子砸成四处飞溅的碎渣
37004,37,备料,称量原料时较合适的做法是？,用电子秤按配方精确称量,全凭手感大致抓取,担心不够而随意多放一倍,把面粉错当巧克力来称
37005,37,备料,选购咸蛋黄时应注意挑选什么样的？,颜色橙红油润且没有异味,颜色发暗略干但勉强能用,接近保质期但尚未变质的,已经长毛发霉的咸蛋黄
37006,37,备料,备料阶段需要准备的基础工具是？,干净的隔水盆与刮刀,只准备一只勺子随意凑合,借用未清洗的油腻锅具,生锈卷刃的破旧刀具
37007,37,备料,准备巧克力模具时应保证模具处于什么状态？,干净干燥且没有水渍,冲洗后仍残留着水珠,沾着上次残留的巧克力渣,糊满污垢的脏模具
37008,37,备料,若担心咸蛋黄偏咸备料时可准备什么来调和？,甜度适中的牛奶巧克力,额外多准备一些食盐,准备一碗盐水用来浸泡,准备一管牙膏备用
37009,37,备料,备料时为保证卫生首先应当做什么？,洗净双手与所用器具,用酒精喷雾喷洒所有食材,戴上手套却不清洗双手,用刚摸过地面的手操作
37010,37,备料,想增添口感时备料阶段可额外准备什么？,少量烤香的坚果碎,前一天敞放已受潮的坚果,从角落翻出的发霉坚果,没有清洗的带壳生坚果
37011,37,备料,若手中是生的咸蛋黄备料时应如何处理？,先入烤箱烤熟使其出沙出油,生着直接碾碎就拿来用,放进清水里煮到散开,原样不处理直接吞下
37012,37,烹饪,融化巧克力较合适的加热方式是？,隔水加热缓慢融化,架在大火上直接猛烧,倒进冷水中搅拌融化,放进微波炉高火烧到焦黑
37013,37,烹饪,隔水融化巧克力时水温应控制在什么程度？,不超过约五十摄氏度的温水,始终保持翻滚的沸水,使用接近结冰的冷水,改用滚烫的热油来加热
37014,37,烹饪,融化巧克力时为何要避免水汽或生水进入？,水分会使巧克力结块变粗糙,水分能让巧克力更加顺滑,水分能帮助巧克力快速凝固,水分能让巧克力发光变色
37015,37,烹饪,烤制咸蛋黄的主要目的是什么？,烤出沙感并激发蛋黄香气,把蛋黄彻底烤成黑炭,让蛋黄保持完全的生冷,把蛋黄烤到融化消失不见
37016,37,烹饪,烤好的咸蛋黄应如何处理才便于混入巧克力？,趁热碾压成细腻的碎末,整颗囫囵丢进巧克力里,用清水泡软后再倒进去,原样不动直接端去装盘
37017,37,烹饪,给巧克力调温的主要作用是？,让成品有光泽且口感更脆,让巧克力始终无法凝固,让巧克力变得软塌粘手,让巧克力凭空增加重量
37018,37,烹饪,调温时控制巧克力温度较合适的做法是？,借助温度计分段升温降温,凭感觉随意加热到滚烫,始终保持高温不作降温,把巧克力冻成冰块再用
37019,37,烹饪,将咸蛋黄碎拌入融化巧克力时应如何操作？,分次加入并搅拌均匀,一次性全部倒入猛搅,只在表面撒一层不去搅拌,把碎末扔到一旁不混合
37020,37,烹饪,融化巧克力时火候过大容易出现什么问题？,巧克力过热焦糊结块发苦,巧克力变得格外细腻顺滑,巧克力立刻完美定型凝固,巧克力瞬间凭空消失不见
37021,37,烹饪,烤咸蛋黄时火候过大会怎样？,表面焦黑发苦失去香气,蛋黄反而会更加香甜,蛋黄会立刻出沙出油更好,蛋黄会自己跳出烤箱外
37022,37,烹饪,搅拌巧克力糊时较合适的工具是？,干净的硅胶刮刀,刚用过尚未清洗的油勺,一段生锈的铁丝,一根普通的铅笔
37023,37,烹饪,加热过程中判断巧克力是否融化到位的方法是？,观察是否顺滑无颗粒结块,贴着耳朵聆听它的声响,用尺子量一量它的厚度,闭着眼睛凭空猜测
37024,37,调味,这款咸蛋黄味巧克力风味的核心特点是？,咸甜交织层次分明,越甜越好完全不要咸味,越咸越好完全不要甜味,加到齁咸到难以下咽
37025,37,调味,想平衡咸蛋黄带来的咸味可以怎么做？,搭配甜度适中的巧克力,再额外撒上大量食盐,把成品浸进盐水里,往上面浇一勺酱油
37026,37,调味,若觉得整体偏甜可以如何调整？,适量增加咸蛋黄碎的比例,直接倒入大量白砂糖,淋上炼乳进一步增甜,挤入一管护手霜调味
37027,37,调味,想为风味提味可以少量添加什么？,一点点海盐颗粒,几滴机械润滑油,大量味精粉末,一管牙膏的内容物
37028,37,调味,调味时盐分用量的原则是？,少量多次边尝边调整,一次性大量投入即可,完全不尝凭空乱加,把盐直接换成洗衣粉
