cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
低温鲜烹炙肉烹饪问题库,,,,,,,
212001,212,备料,制作低温鲜烹炙肉时应挑选哪种状态的肉块？,色泽鲜亮且富有弹性的新鲜肉块,略显暗淡但尚可使用的肉块,接近保质期但还未变质的肉块,已经发黏发臭的腐败肉块
212002,212,备料,备料时处理肉块表面多余的筋膜较合适的做法是？,用锋利的刀小心剔除筋膜,保留筋膜连同肉一起慢煮,只去掉一半筋膜草草了事,用手生拉硬拽扯下筋膜
212003,212,备料,为方便均匀受热慢煮前肉块切分时应注意什么？,切成厚度大致均匀的块状,随意切成厚薄悬殊的几块,尽量把肉块切得越薄越好,把肉直接剁成完全的肉糜
212004,212,备料,真空慢煮前将肉块装袋时较合适的做法是？,尽量排出袋中空气再密封,留下大量空气把袋子吹鼓,装袋后敞着口不作密封,把肉袋戳满漏洞再下锅
212005,212,备料,慢煮前为让肉块更入味可以如何预处理？,提前撒少许盐与香料略作腌渍,等慢煮结束后才开始腌渍,在慢煮中途打开袋子撒料,把肉块整个泡进酱缸里
212006,212,备料,挑选用于低温慢煮的肉块时较合适的部位是？,纹理清晰肥瘦适中的部位,筋膜密布难以咬动的部位,几乎全是肥膘的部位,已经风干发硬的边角料
212007,212,备料,冷藏保存的肉块在慢煮前应如何处理？,提前取出让其稍稍回温,直接趁冰凉下锅慢煮,放进微波炉高火快速解冻,用滚水猛冲使其急速回温
212008,212,备料,备料时若肉块表面有少量血水应如何处理？,用厨房纸轻轻吸干表面水分,任由血水留在肉块上不管,往肉块上再浇一些清水,把肉块整个泡进水盆里
212009,212,备料,备料阶段为保证卫生首先应当做什么？,洗净双手与刀具砧板,只用清水快速冲一下手,操作前戴手套但不洗手,直接用摸过地面的手处理
212010,212,备料,准备慢煮所需的器具时应保证什么？,容器与温度计干净且功能正常,随手借用未清洗的旧容器,使用刻度模糊的破旧温度计,用生锈漏水的破锅充数
212011,212,备料,完成备料后工作台应保持什么状态？,整洁有序且生熟食材分开,生熟食材混放在同一处,工具与肉块胡乱堆在一起,台面上洒满血水与碎屑
212012,212,烹饪,低温慢煮这道炙肉时水温应如何控制？,维持在恒定的低温区间,全程保持剧烈沸腾的高温,先高温再随意大幅降温,用喷枪把水烧到炭化
212013,212,烹饪,低温慢煮相比大火快煮的主要优势在于？,能让肉质均匀受热并保持鲜嫩,能在极短时间内把肉煮熟,能让肉块迅速大幅收缩变硬,能让肉块凭空增重一倍
212014,212,烹饪,慢煮过程中判断水温是否稳定较合适的方法是？,借助温度计持续监测水温,凭手感伸手反复试探水温,只看加热时间而不管水温,贴着锅壁倾听水的声响
212015,212,烹饪,慢煮时间过短可能导致什么结果？,肉块中心尚未达到理想熟度,肉块表面立刻焦糊发苦,肉块瞬间完全脱水变干,肉块自己从锅里跳出来
212016,212,烹饪,低温慢煮时锅中水位应保持在什么状态？,没过肉袋使其完全浸入水中,只浸到肉块的一半高度,仅在锅底留一层薄水,完全不放水进行干烧
212017,212,烹饪,慢煮完成后对肉块表面进行炙烤的主要目的是？,借美拉德反应增添香气与色泽,把已经熟透的肉重新煮熟,让肉质进一步变得软烂,把肉块表面烧成焦炭
212018,212,烹饪,对肉块表面炙烤上色前应先做什么处理？,用厨房纸把表面水分彻底擦干,趁表面湿润直接上火炙烤,先往表面浇一层清水,把肉块重新泡回水里
212019,212,烹饪,炙烤肉块表面时火候应如何把握？,用大火快速上色而不过度加热,用小火长时间慢慢烘烤,全程低温几乎不让表面上色,用文火把表面焖煮到回软
212020,212,烹饪,为何表面炙烤应快速完成而非长时间加热？,避免热量过度渗入使肉质变老,以便把肉块整体重新煮熟,好让肉块在锅中大量出水,为了把肉块彻底烤成黑炭
212021,212,烹饪,用喷枪或热锅炙烤肉块时较理想的效果是？,表面形成均匀的金黄焦化层,表面保持原本的生白色泽,表面被烧得漆黑发苦,把肉块烤到化成液体
212022,212,烹饪,炙烤上色时若想让香气更浓郁可以怎么做？,让表面各处均匀受热充分焦化,只草草炙烤其中一面便收手,反复炙烤同一处直到焦黑,把肉块放进水里煮来增香
212023,212,调味,这道炙肉在慢煮前撒盐调味的较合适做法是？,提前撒盐使其慢慢渗入肉中,等炙烤全部结束后才撒盐,在慢煮中途打开袋子加盐,把盐换成等量的白糖块
212024,212,调味,想为低温炙肉增添风味较合适的香料搭配是？,少许黑胡椒与迷迭香,一整把味道冲鼻的香料,大量辛辣刺激的干辣椒,几滴机械润滑油
212025,212,调味,慢煮装袋时为提香可以放入什么？,一小块黄油或几片香草,半瓶浓稠的甜味酱汁,满满一勺粗盐颗粒,一管挤出的牙膏
212026,212,调味,为这道炙肉调味时盐的用量原则是？,少量多次依肉量边尝边调,一次性按最大份量倒入,凭感觉随手抓一把撒下,把整罐盐全部倒进去
