cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
乌萨斯饺子烹饪问题库,,,,,,,
85001,85,备料,和制饺子面时面粉与水的比例大致如何把握？,约两份面粉配一份水并逐步加水调整,一份面粉配两份水稀释成糊状,只用清水而完全不加面粉,把面粉直接倒进开水里冲开
85002,85,备料,想让饺子面皮更筋道和面时可以加入什么？,少许食盐,大量白砂糖,一整勺小苏打,几滴洗洁精
85003,85,备料,和好的面团为什么需要醒面？,让面筋松弛后更易擀制成皮,使面团迅速发酵膨大,把面团彻底烘干变硬,让面团自己凭空消失
85004,85,备料,醒面时面团表面应如何处理？,盖上湿布或保鲜膜防止变干,敞开放在通风口吹干表皮,撒一层厚盐封住表面,整个泡进凉水里浸着
85005,85,备料,饺子面团醒制的合适时长大约是？,静置约半小时,只醒十几秒便立即使用,连续醒上整整一天,完全不醒马上就擀
85006,85,备料,挑选制作肉馅的猪肉较合适的是？,三分肥七分瘦的猪肉,全部使用纯瘦肉,只用大块的肥膘,挑已经发臭的剩肉
85007,85,备料,处理拌馅用的白菜或酸菜时应注意什么？,剁碎后挤去多余水分再拌入,整片不切直接包进饺子,带着大量汤水一起拌入肉馅,沾着泥土不洗就用
85008,85,备料,给肉馅打水的主要作用是什么？,让肉馅吸水后更鲜嫩多汁,使肉馅迅速凝固变硬,把肉馅稀释成清汤,让肉馅变得像石头一样硬
85009,85,备料,给肉馅打水时较合适的做法是？,分次少量加入并顺一个方向搅打,一次性倒入大量清水,边搅边随意来回乱搅,把肉馅丢进水桶里浸泡
85010,85,备料,准备搭配饺子的酸奶油时应选用什么状态的？,新鲜冷藏且气味正常的酸奶油,已经分层发苦的酸奶油,放到结块变味的酸奶油,表面长出霉斑的酸奶油
85011,85,备料,备料阶段为保证卫生首先应做什么？,洗净双手与案板擀面杖,直接用沾过生肉的手和面,案板不洗接着切其他食材,用刚擦过地的抹布擦案板
85012,85,烹饪,擀饺子皮时较理想的形状与厚度是？,中间稍厚而边缘稍薄的圆形,四四方方且厚薄不均的方片,薄如蝉翼且边缘破洞的皮,厚得像砖块一样的面饼
85013,85,烹饪,擀皮过程中为防止面皮粘连可以怎么做？,在案板上撒少许干面粉,在面皮上抹一层清水,把面皮浸到油里再擀,往面皮上倒满洗洁精
85014,85,烹饪,包饺子时馅料的用量应如何把握？,适量居中既饱满又便于封口,塞得过满几乎撑破面皮,只放一丁点几乎没有馅,把整碗馅都堆在一张皮上
85015,85,烹饪,包制饺子时封口的关键是什么？,捏紧边缘不留缝隙以防漏馅,随意一捏留着大口子,只在中间点一下两端敞开,用胶水把面皮粘起来
85016,85,烹饪,下饺子入锅较合适的时机是？,等水完全沸腾后再下锅,锅里还是冷水时就放进去,水尚未加热便先放饺子,等水烧干见底再下锅
85017,85,烹饪,为防止饺子下锅后粘在锅底应如何处理？,下锅后用勺背沿锅边轻轻推动,把饺子用力压到锅底,完全不去管任由其沉底,用铲子使劲翻搅把饺子捣碎
85018,85,烹饪,煮饺子时点水的主要作用是什么？,让面皮与馅心受热均匀并熟透,使锅里的水永远不再沸腾,把饺子瞬间煮成糊状,让饺子自动跳出锅外
85019,85,烹饪,煮饺子点水较常见的做法是？,水开后加入少量冷水并反复几次,一次性倒满整锅冷水,从头到尾一次水都不点,往锅里加入滚烫的热油
85020,85,烹饪,判断饺子是否煮熟可以观察什么？,饺子浮起且面皮鼓胀,饺子刚下锅尚沉底时,锅里刚开始冒小泡时,用尺子量饺子的长度
85021,85,烹饪,煮制厚皮的乌萨斯饺子时应特别注意什么？,适当延长煮制时间确保面皮熟透,趁面皮还硬就提前捞出,全程用最小火慢慢温着,只煮十秒就立刻出锅
85022,85,烹饪,煮饺子过程中的火候较合适的是？,保持中大火让水持续微沸,始终用最猛的火让水剧烈翻腾溢出,全程小火让水将沸未沸,煮一会就关火盖盖闷着
85023,85,调味,给饺子肉馅调味时较基础的调料是？,适量的盐与酱油,大量的白砂糖,满满一勺辣椒油,一整管牙膏
85024,85,调味,想去除肉馅腥味并增香可以加入什么？,切碎的葱姜末,大量清水稀释,几块冰糖,一把碎纸屑
85025,85,调味,为肉馅增添香气较合适的油脂是？,少许香油或熟油,大量生猪油直接拌入,一整碗植物油浸泡,凝固的工业蜡油
85026,85,调味,调制肉馅时较合理的入味顺序是？,先加盐和酱油搅打入味再淋香油,先淋香油封住表面再撒盐,把所有调料随意一起乱倒,完全不放调料只放清水
85027,85,调味,想确认肉馅咸淡时较稳妥的做法是？,取少量煎熟后尝味再作调整,直接生尝大口的生肉馅,凭空猜测而不做任何尝试,把整盆馅煮熟后才发现太咸
85028,85,调味,搭配饺子的酸奶油在风味上起到什么作用？,解腻并增添酸爽清新的口感,让饺子变得更加油腻,把饺子彻底染成苦味,使饺子瞬间变质发臭
