cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
珠宝水果拼盘烹饪问题库,,,,,,,
42001,42,备料,制作珠宝水果拼盘应优先选用什么状态的水果？,新鲜饱满且色泽鲜亮的水果,略微发软但仍可食用的水果,表皮稍有磕碰的水果,已经腐烂发霉流汁的水果
42002,42,备料,为搭配出珠宝般的缤纷色彩备料时应注意什么？,挑选红黄绿紫等多种颜色的水果,只选用同一种颜色的水果,随手抓取不分颜色与品种,把所有水果统一染成金色
42003,42,备料,清洗多种水果时较为合适的做法是？,用流动清水轻轻冲洗干净,长时间整盆浸泡在水中,只用干布擦表面而不水洗,泡进洗洁精水里反复搓洗
42004,42,备料,处理草莓等带蒂水果时备料应如何？,先去蒂再清洗或洗净后去蒂,连蒂带叶一起切块摆盘,直接整颗带泥使用不作处理,把草莓踩扁后再使用
42005,42,备料,给柑橘类水果去皮去膜时较好的方式是？,用刀仔细削去外皮与白膜,连皮带膜直接切块使用,用力撕扯导致果肉破碎,用砂纸打磨水果外皮
42006,42,备料,备料切水果所用的刀具应保证什么？,刀刃锋利且洁净没有异味,用发钝的旧刀慢慢锯开,借用刚切过生肉未洗的刀,使用生锈卷刃的破旧刀
42007,42,备料,处理苹果等易氧化变色的水果可以怎么做？,切后浸一下淡盐水或柠檬水防褐变,切好后长时间敞放等待,切完立刻用力挤压果肉,把苹果埋进泥土里保鲜
42008,42,备料,切配软硬不同的水果时下刀力度应如何？,依水果软硬调整力度避免压烂,一律用最大的力气切下,全程只用极轻的力反复蹭,闭着眼睛随意乱剁一通
42009,42,备料,挑选用作拼盘底座的水果较合适的是？,质地结实不易变形的水果,一碰就化的过熟软果,表皮破损不断流汁的水果,早已干瘪的陈年水果
42010,42,备料,多种水果备好后台面应保持什么状态？,分类摆放整洁且互不串味,全部堆叠在同一处待用,与生鲜杂物随意混放,洒满污水与垃圾碎屑
42011,42,备料,正式备料前对双手与器具的卫生要求是什么？,洗净双手并清洁砧板刀具,戴上手套但全程不洗手,只随手甩两下手就开始,用刚摸过地面的手操作
42012,42,烹饪,熬制糖浆为水果挂糖衣时火候应如何控制？,中小火慢熬避免糖色焦糊,全程开最大火快速烧干,始终用最小火久煮不沸,用喷枪直接对着糖烧
42013,42,烹饪,判断糖浆熬到合适挂糖衣状态可以怎么做？,观察糖浆变浓稠并能拉出细丝,一沸腾起泡就立刻关火,熬到颜色发黑冒出苦烟,凭锅边的声响随意决定
42014,42,烹饪,熬糖过程中为防止糖浆返砂结晶应如何处理？,避免频繁搅动并可加少许柠檬汁,不停地用力快速搅拌,中途反复倒入大量白糖,往糖浆里撒一把细沙
42015,42,烹饪,给水果裹糖衣前水果表面应保持什么状态？,干燥无水珠以便糖衣附着,带着大量水珠直接去裹,表面抹满油脂后再裹,沾上肥皂泡沫再裹糖
42016,42,烹饪,熬好的糖浆用来给水果挂糖衣的合适时机是？,趁热稍凉至浓稠时迅速裹上,等糖浆完全冷却凝固后再用,糖浆刚下锅还是清水状时就裹,放置一整天后再拿来挂衣
42017,42,烹饪,制作糖渍水果浸糖入味时较好的做法是？,用适当浓度的糖液浸渍使其入味,把水果泡进清水中代替糖液,改用大量盐水长时间浸泡,把水果整盘泡进食醋里
42018,42,烹饪,熬糖时锅具的选择较为合适的是哪种？,干净厚底受热均匀的锅,沾着上次残渣的脏锅,已经变形漏底的破锅,随便找个塑料盆来熬
42019,42,烹饪,糖浆温度过高熬过头时通常会出现什么？,糖色发黑发苦并带焦味,糖浆瞬间变得清澈如水,糖自动凝成洁白晶体,糖浆凭空消失得无影无踪
42020,42,烹饪,为糖衣呈现晶莹剔透的珠宝光泽可以怎么做？,控制糖浆浓稠裹出透亮薄壳,把糖衣裹得厚重而不透光,表面再撒一层厚白糖霜盖住,涂上一层不可食用的清漆
42021,42,烹饪,处理熬糖时溅出的高温糖浆时应注意什么？,小心操作防止烫伤并及时清理,用手直接去抹滚烫的糖浆,放任不管任其凝固满锅,凑近用嘴去吹想快速降温
42022,42,烹饪,给软硬多汁程度不同的水果裹糖衣顺序较合理的是？,先裹不易出水的再处理多汁的,把所有水果一次全倒进糖里,只给其中一种裹糖其余不管,毫无章法地随意先后乱裹
42023,42,调味,为这道甜点调和甜度时较稳妥的原则是什么？,先尝味再调整避免过甜发腻,糖加得越多越好无需尝味,一次加足大量糖再说,把糖直接换成等量的盐
42024,42,调味,想为糖渍水果增添一丝清新风味可以？,点缀少许薄荷叶或柠檬皮屑,淋上大量浓重的酱油,撒满辛辣呛人的辣椒粉,滴入几滴机械润滑油
42025,42,调味,若水果本身已经很甜调味时应如何处理？,减少额外加糖以保留果香,照常再加入大量白糖,再补一勺糖让它更甜腻,把水果泡进浓糖水里齁住
42026,42,调味,想平衡过于甜腻的口感可以适量加入什么？,一点点柠檬汁带来清爽微酸,一大把食盐用来压味,整勺发苦的添加剂,挤进去一管牙膏
