cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
两面包夹芝士烹饪问题库,,,,,,,
1,0,备料,制作两面包夹芝士时应选用哪种状态的面包片？,新鲜柔软的面包片,稍微放置一天的略硬面包片,刚从冷藏室取出的冰凉面包片,已经长出绿毛的面包
2,0,备料,芝士在夹入面包前较合适的处理方式是？,切成厚度均匀的薄片,撕成均匀小块铺满面包,整块直接放在面包中央,把芝士扔地上再捡起来用
3,0,备料,备料时为保证卫生首先应当做什么？,洗净双手与所用餐具,用酒精喷雾喷洒所有食材表面,在操作前戴手套但不洗手,直接用刚摸过地面的手操作
4,0,备料,挑选芝士时较为合适的选择是？,质地完整气味正常的芝士,边角略微发干但仍可用的芝士,接近保质期但尚未变质的芝士,已经发酸结块变味的芝士
5,0,备料,准备面包时若想夹层更稳固可以怎么做？,挑选大小相近的两片面包,选用一厚一薄的两片面包,随手取来一大一小的两片面包,用碎成渣的面包屑充数
6,0,备料,备料阶段需要准备的基础工具是？,干净的菜刀与砧板,只准备一把刀直接在台面上切,借用刚切过生肉未洗的砧板,用生锈卷刃的破刀
7,0,备料,若芝士从冰箱取出过硬该如何处理？,室温下稍稍回温再切,直接趁硬用力切到底,放进微波炉长时间高火加热,用锤子把芝士砸碎
8,0,备料,备料时面包片表面有少量碎屑应如何处理？,轻轻拂去多余碎屑,翻面后继续使用不去理会,沾一点水把碎屑抹平,把面包泡水冲洗碎屑
9,0,备料,想增添口感时备料阶段可额外准备什么？,洗净的生菜或番茄片,前一天就切好敞放的蔬菜,从冰箱角落翻出的剩菜叶,没有清洗的带泥蔬菜
10,0,备料,处理芝士的刀具使用前应保证什么？,刀面干净且没有异味,只用清水快速冲一下刀,用抹布随手擦一擦刀面,刀上沾着洗洁精泡沫
11,0,备料,备料时面包与芝士的取用量应如何把握？,按食用人数适量取用,凭手感多取一些备用,担心不够而取出双倍的量,把整袋面包全部拆开堆着
12,0,备料,完成备料后台面应保持什么状态？,整洁有序食材分类摆放,食材集中堆在一处待用,工具和食材混放在同一区域,台面上洒满污水和垃圾
13,0,烹饪,想让夹心芝士融化得均匀加热温度应如何控制？,用中小火慢慢加热,先大火加热再转小火焖,全程保持中火不作调整,用喷枪对着面包烧到炭化
14,0,烹饪,煎制夹心面包时什么时候翻面比较合适？,底面煎到金黄微脆时,计时两分钟后准时翻面,面包边缘开始冒出蒸汽时,等一面烤到焦黑发苦后
15,0,烹饪,加热过程中判断芝士是否融化的合适方法是？,观察芝士边缘开始变软流动,用筷子戳入面包中心感受阻力,按压面包表面感受内部软硬,贴着耳朵听面包的声响
16,0,烹饪,用平底锅煎制前可以怎样防止粘锅？,锅热后刷上薄薄一层黄油,冷锅时倒入大量油浸住面包,完全不放油直接干烧面包,往锅里抹一层洗洁精
17,0,烹饪,煎面包时火候过大容易出现什么问题？,外表焦糊而芝士未化,面包整体偏软难以上色,芝士过早大量流出锅外,面包瞬间凭空消失
18,0,烹饪,想让两面受热均匀煎制时应如何操作？,两面交替煎到上色,只把朝下那面反复煎透,把面包侧立着贴锅煎,把面包竖着立在锅里
19,0,烹饪,使用三明治机制作时合适的做法是？,预热后再放入面包加热,冷机直接放入面包通电,机器没插电就放进去等,把面包硬塞满整个机器
20,0,烹饪,加热夹心面包时怎样避免芝士溢出过多？,芝士不要铺得过满留出边距,把芝士尽量铺到面包边缘,在面包外层再裹一圈芝士,把整块芝士直接压进去
21,0,烹饪,煎好后判断面包是否熟透可以怎么做？,看表面金黄且芝士已融化,只凭下锅时间长短来判断,掰开看一下随后再合上继续煎,用尺子量面包的厚度判断
22,0,烹饪,制作过程中锅温过低会怎样？,面包久煎不上色口感发韧,面包表面瞬间焦黑发苦,芝士立刻全部融化流出,面包会自己跳出锅外
23,0,烹饪,想得到酥脆外壳煎制时较好的方式是？,中小火耐心煎至两面酥黄,大火短时间快速冲一下,盖上锅盖长时间焖到回软,把面包放进水里煮熟
24,0,烹饪,烹饪完成后应如何处理热锅与成品？,关火并把面包及时取出,关火后让面包继续留在锅里,不关火就直接去做别的事,直接把热锅扣在桌上走开
25,0,调味,两面包夹芝士可以适量添加什么来提味？,撒上少许现磨黑胡椒,挤上薄薄一层番茄沙司,均匀涂抹少量黄芥末酱,抹上一整勺食用洗洁精
26,0,调味,给这道简单料理调味时盐的用量原则是？,少量多次边尝边调整,依照食谱精确称量后一次放入,先放正常量再根据口味补加,把盐换成等量的白糖块
27,0,调味,想为芝士面包增添香气可以搭配什么？,一点点干燥的罗勒碎,少量现磨的肉豆蔻粉,薄薄一层大蒜粉均匀撒上,滴几滴机械润滑油
28,0,调味,调味时若担心芝士本身偏咸应如何处理？,减少额外添加的盐量,照常按平时分量加盐,再补一点盐让味道更浓,把面包泡进盐水里
29,0,调味,想要一点微酸口感可以添加什么？,少许番茄片或酸黄瓜,挤上少量新鲜柠檬汁,夹入一两片腌渍黄瓜,挤一管牙膏进去
