cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
高脚羽兽烤串烹饪问题库,,,,,,,
81001,81,备料,选用高脚羽兽腿肉时应挑选什么状态的肉？,色泽红润有弹性且无异味的新鲜腿肉,略带冰碴但尚未完全化冻的腿肉,颜色稍暗但气味还算正常的腿肉,已经发黏发臭且变色的腐肉
81002,81,备料,将腿肉切块时大小应如何把握？,切成大小均匀的方块以便受热一致,尽量切得越大越能锁住肉汁,切得越细碎越能熟得快,随手撕成大小不一的肉条
81003,81,备料,处理腿肉时对其中的筋膜与碎骨应如何？,剔除多余的筋膜与残留碎骨,保留全部厚筋以增加嚼劲,只去碎骨而保留厚筋不管,连骨带筋整块直接穿串
81004,81,备料,使用竹签穿串前较为合适的处理是？,提前用清水浸泡竹签以防炭火烤焦,直接用干燥竹签立刻穿肉,把竹签先放火上烤一遍再用,用沾满油污的旧签子凑合
81005,81,备料,备料阶段为保证卫生首先应当做什么？,洗净双手与处理生肉的刀具砧板,只用清水快速冲一下手便开始,戴上手套但全程不再洗手,用刚摸过地面的手直接抓肉
81006,81,备料,处理生腿肉的砧板应如何选用？,使用专门处理生肉且洗净的砧板,借用刚切过熟食尚未清洗的砧板,让生熟食材共用同一块砧板,在落满灰尘的台面上直接切
81007,81,备料,腿肉切块后在腌制前应先做什么？,用厨房纸吸去表面多余的血水,不作处理便直接倒入大量腌料,把肉块泡进清水中长时间浸泡,把肉块扔进脏水盆里随意涮洗
81008,81,备料,穿串时肉块在竹签上的排布应如何？,把大小相近的肉块均匀间隔穿好,把肉块紧紧挤压成一坨穿满整签,一根签子只穿一大块肉,把肉块胡乱叠堆在签尾一端
81009,81,备料,备料挑选腌料所用的调味品应保证什么？,调料新鲜未受潮且仍在保质期内,用已经结块受潮的旧调料凑合,使用临近变质但暂时还能用的酱料,拿发霉变味的酱料调配腌料
81010,81,备料,处理腿肉的刀具在使用前应保证什么？,刀刃锋利洁净且没有异味,只用抹布随手擦一擦刀面便用,用刚切过生鱼尚未清洗的刀,用生锈卷刃的破刀切肉
81011,81,备料,腌制腿肉时较为合适的容器是？,干净无油且可密封的保鲜容器,随手拿一个没洗过的旧碗,用还沾着上次酱汁的脏盆,直接把肉摊在脏台面上腌
81012,81,备料,完成备料后台面与食材应保持什么状态？,台面整洁且食材分类摆放有序,生熟食材混放堆在同一处待用,工具与食材随意混堆在一角,台面上洒满血水与垃圾
81013,81,烹饪,炭火烤制前应等炭火达到什么状态再开始？,等明火退去炭表覆白灰呈稳定炭火,趁炭刚点燃火苗最旺时就放串,在炭仍冒着滚滚黑烟时立刻开烤,浇上大量燃油猛烧时直接开烤
81014,81,烹饪,烤制时肉串与炭火之间应保持怎样的距离？,保持适当距离让肉受热均匀不焦糊,把肉串紧贴炭块直接接触炭火,离炭火极远只靠微弱余温慢熏,把肉串直接埋进滚烫炭灰里烤
81015,81,烹饪,烤制过程中对肉串翻动的合适做法是？,勤加翻动使各个面都受热均匀,一面彻底烤到焦黑后才翻另一面,全程不翻只烤朝下的那一面,每隔几秒便胡乱来回乱翻一通
81016,81,烹饪,想达到外焦里嫩的效果火候应如何把握？,先用中火把肉烤透再适当增温上色,全程猛火快速把表面直接烧焦,全程只用微弱小火慢慢熏干,用喷枪对着肉串一直烧到炭化
81017,81,烹饪,判断羽兽腿肉是否烤熟较可靠的方法是？,切开最厚处看肉色变白且汁水清澈,仅凭放上炭火的时间长短来判断,看表面稍微上色便认定已经熟透,贴着耳朵去听肉串发出的声响
81018,81,烹饪,烤制禽肉时为何要确保彻底熟透？,生禽肉可能带菌须熟透才安全食用,禽肉半生不熟时口感会更加鲜嫩,只要表面烤焦内部生熟都无所谓,生熟与否对身体健康毫无影响
81019,81,烹饪,烤制时发现某一面上色过快应如何处理？,及时翻面或移到炭火较弱的位置,不予理会任其继续烤到焦黑发苦,反而再凑近炭火让它快点烤完,直接浇水到炭火上灭火后再说
81020,81,烹饪,烤串时油脂滴落引起炭火窜火应如何应对？,把肉串移开避火并稍待火势平稳,任由窜起的火苗持续舔舐肉串表面,往炭火上再添燃油助其燃烧,用嘴使劲对着炭火猛吹助火
81021,81,烹饪,想让腿肉保持鲜嫩多汁烤制时应注意什么？,避免长时间过火把肉烤得干柴发硬,尽量烤得越久越入味才越好,反复来回烤到肉块完全失去水分,一直烤到肉块缩成硬邦邦的小疙瘩
81022,81,烹饪,烤制全程对炭火的火力应如何管理？,留意炭火强弱并适时调整肉串位置,点好炭后便不再理会火力的变化,任由炭火越烧越旺也始终不调整,中途反复用水浇炭再重新点燃
81023,81,烹饪,同一串肉块大小不一时烤制应如何处理？,把较大肉块移向火力稍强处使熟度一致,不论大小一律同样时间一起取下,只顾小块烤熟便把整串取走,把大块硬塞进炭堆里单独猛烤
