cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
哥伦比亚分子胶囊烹饪问题库,,,,,,,
232001,232,备料,制作分子胶囊外壳常用的核心凝胶剂是哪一种？,从褐藻中提取的海藻酸钠,从红藻中提取的卡拉胶,由动物皮骨制成的明胶,厨房水槽里的洗碗粉
232002,232,备料,正向球化时含风味液体中需要预先溶入什么？,海藻酸钠,乳酸钙,氯化钙,一大勺水泥粉
232003,232,备料,海藻酸钠溶液配好后为何要静置或抽真空脱气？,排除气泡以免胶囊内部产生孔洞,让液体颜色变得更透亮,使溶液温度迅速升高,把气泡攒起来吹成气球
232004,232,备料,反向球化时含风味液体内应预先加入哪类物质？,乳酸钙或葡萄糖酸乳酸钙,海藻酸钠,大量柠檬酸,一把生锈的铁钉
232005,232,备料,配制钙浴常选用氯化钙时需要注意它的什么特点？,带有明显苦涩味需后续清洗,几乎完全不溶于水,会让液体颜色发黑,会在浴中自燃起火
232006,232,备料,海藻酸钠粉末加入液体时较好的分散方式是？,边高速搅拌边缓慢撒入避免结块,一次性全部倒入再慢慢搅拌,先用滚水冲开成糊再混合,直接抓一把扔进去等它自己化
232007,232,备料,待球化的酸性果汁pH过低会带来什么问题？,海藻酸钠难以形成稳定凝胶膜,凝胶会瞬间变得过硬,钙离子会全部析出失效,果汁会自动变成方块
232008,232,备料,为给酸性液体球化以调高pH常添加什么？,少量柠檬酸钠中和酸度,再额外多加一些柠檬酸,大量食盐压住酸味,半瓶老陈醋
232009,232,备料,反向球化中为让含钙液体足够浓稠下沉常用什么增稠？,少量黄原胶,大块融化的明胶,普通生面粉糊,一桶建筑沙浆
232010,232,备料,备料时称量海藻酸钠与钙盐应使用什么器具？,精确到小数的电子秤,凭手感抓取大致分量,用普通汤勺粗略估量,搬来卡车地磅称几克粉
232011,232,备料,制作胶囊用的水建议选用哪种以保证球化稳定？,钙镁含量低的纯净水或蒸馏水,矿物质丰富的硬水,带气的苏打水,鱼缸里的浑水
232012,232,备料,备料阶段对工作台与器具的卫生要求是？,彻底清洁消毒且无油脂残留,用湿布随意擦一下即可,只清洗直接接触液体的器具,沾满油污也照样使用
232013,232,烹饪,正向球化时将海藻酸钠液滴入钙浴会发生什么反应？,钙离子与海藻酸钠在表面交联形成凝胶膜,钙离子使整滴液体迅速彻底固化,海藻酸钠受热分解释放气体,液滴瞬间蒸发消失不见
232014,232,烹饪,用滴管或注射器制作球体时较合适的手法是？,保持稳定高度让液滴自然成形落入,紧贴液面快速连续挤出,从很高处用力把液体甩下,把整管液体一次性喷射进去
232015,232,烹饪,正向球化的球体为何需要及时从钙浴中取出？,防止持续交联导致整颗凝固失去爆浆,防止球体上浮自行破裂,防止钙浴被球体稀释,防止球体长出脚逃跑
232016,232,烹饪,反向球化形成的薄膜相比正向球化有何特点？,膜只在表面形成取出后不再继续凝固便于保存,膜会随时间越变越薄,膜完全不含钙因而格外脆,膜会自动加厚成实心铁球
232017,232,烹饪,制作完成的球体放入清水浴的主要目的是？,洗去表面残留钙盐去除苦味并终止反应,让球体进一步硬化定型,给球体补水使其膨大,把球体漂染成透明色
232018,232,烹饪,适度低温浸泡有助于球体怎样？,使凝胶膜更稳定便于定型与后续操作,让球体内部彻底冻成冰碴,加速钙离子向中心扩散,让球体缩小成芝麻粒
232019,232,烹饪,球化液中若残留大量气泡成品会怎样？,球体表面凹凸内部夹气影响外观与口感,球体反而会更加圆润,气泡能让爆浆更剧烈,球体会浮空漂在桌面
232020,232,烹饪,制作大颗仿蛋黄球时常借助什么器具控制形状？,量勺或半球硅胶模辅助入浴,直接用手心团成球,用筷子夹着甩进浴中,拿铁锤敲打塑形
232021,232,烹饪,钙浴的浓度过高会对球化产生什么影响？,表面交联过快膜偏厚口感变硬,球体完全无法成形,球体立刻溶解消失,球体会自动倍增数量
232022,232,烹饪,海藻酸钠浓度偏低时常见的问题是什么？,膜太薄易破难以成球,膜过厚反而无法爆浆,球体必定沉底碎裂,球体会长成长方体
232023,232,烹饪,球化过程中保持液体温度适宜的意义在于？,稳定凝胶反应速率获得均匀薄膜,温度越高膜就越牢固,温度越低爆浆越强烈,只要够热便可省去钙盐
232024,232,烹饪,完成的爆浆胶囊判断成功的标志是什么？,外有完整薄膜内部仍为流动液心,整颗完全凝固成实心,表面湿黏始终没有成膜,一碰就化成一摊水
232025,232,调味,给胶囊内芯调味应在什么时候完成？,在球化之前调好液体的风味与浓度,球化成形之后再注入调味液,装盘时往球体表面撒调料,等客人入口时自己加盐
232026,232,调味,氯化钙浴带来的苦涩味主要通过什么去除？,成球后用清水浴充分漂洗,往内芯多加糖来强行掩盖,延长在钙浴中的浸泡时间,喷一层香水盖住气味
232027,232,调味,想让爆浆内芯口感顺滑丰富常加入少量什么？,起乳化作用的卵磷脂或适量油脂,大量明胶使内芯凝固,干燥淀粉使其变成稠糊,一勺细沙增加颗粒感
