cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
德荣单人餐烹饪问题库,,,,,,,
112001,112,备料,制作德荣单人餐时米饭的合适分量应如何把握？,按单人食量盛出适量米饭,凭手感多盛一些以防不够,一次煮上够吃好几顿的量,把整袋大米全部倒进锅里
112002,112,备料,准备单人餐的主菜食材前首先应做什么？,洗净双手并清洁料理台面,简单用清水冲一下手即可,戴上手套但不清洗台面,用刚摸过地面的手直接处理
112003,112,备料,处理作为主菜的肉类时较合适的做法是？,解冻后切成大小均匀的块,趁着半冻状态勉强下刀切,整块不切直接下锅烹制,把肉扔在地上踩软再用
112004,112,备料,快手备料时蔬菜应如何处理较为得当？,洗净后切成易熟的小块,不清洗直接切配以图省事,切得过大块以减少切的次数,连着烂叶和泥土一起下锅
112005,112,备料,单人餐讲究效率备料时较好的安排是？,先把所需食材一次备齐,想到一样备一样边做边找,把不相关的食材也都翻出来,不备料临时现去店里采购
112006,112,备料,选购单人餐用的米较为合适的是？,颗粒饱满无霉味的新米,存放略久但尚未变质的米,碎米较多的廉价陈米,已经生虫结块的霉米
112007,112,备料,若使用预制的德荣单人餐料包备料时应注意什么？,查看保质期并确认包装完好,只看外观不留意保质日期,包装略有鼓胀仍照常使用,用已经胀气漏液的坏料包
112008,112,备料,备料阶段切配食材所用的砧板应保持什么状态？,干净无异味且生熟分开,一块砧板生熟食材混着切,冲一下水不擦干就接着用,借用沾着生肉血水的脏板
112009,112,备料,想让单人餐荤素搭配备料时可以怎么做？,按比例准备一份肉一份菜,只备大量肉类而忽略蔬菜,把蔬菜备得远多于实际所需,只备一堆调料而不备主食
112010,112,备料,备料时鸡蛋等易碎食材应如何取用？,轻拿轻放并检查是否新鲜,随手抓取不留意是否磕裂,一次性全部打散备着待用,直接使用已经发臭的坏蛋
112011,112,备料,处理冷冻主菜食材合适的解冻方式是？,提前移至冷藏室缓慢解冻,室温下长时间敞放解冻,泡在温水里草草催化解冻,放在暖气片上烘烤解冻
112012,112,备料,完成备料后料理台面应呈现什么样子？,整洁有序食材分类摆好,食材一股脑堆在一处待用,工具与食材随意混放,台面洒满污水和菜叶残渣
112013,112,烹饪,煮单人份米饭时水量应如何把握？,按米水比例加入适量清水,凭感觉随手倒入大半锅水,只加刚没过米面的少量水,不加水直接干烧大米
112014,112,烹饪,煎制主菜肉块时下锅时机较合适的是？,锅烧热后再下肉块,冷锅时就把肉块铺进去,等锅冒起大量黑烟才下锅,锅都没放就把肉悬空煎
112015,112,烹饪,快手翻炒蔬菜时火候应如何控制？,用大火快速翻炒至断生,全程小火慢慢煨到软烂,中途不停加水焖煮到塌,用喷枪对着青菜直接烧
112016,112,烹饪,加热即食的德荣单人餐料包较合适的做法是？,按说明隔水或微波加热,拆开后室温下放置回温即可,连金属包装直接放进微波炉,把料包扔进火堆里烤
112017,112,烹饪,煎肉时判断是否煎熟较好的方法是？,切开看中心无血水且变色,只凭下锅的时间长短判断,看到表面上色就当作已熟,贴着耳朵听肉的声音判断
112018,112,烹饪,用平底锅煎制主菜防止粘锅可以怎么做？,热锅后刷一层薄薄的油,冷锅倒入大量油浸住食材,完全不放油直接干煎,往锅里抹一层洗洁精
112019,112,烹饪,米饭煮好后较合适的处理是？,焖几分钟后再开盖盛出,一煮开就立刻揭盖盛饭,煮好后长时间一直不揭盖,把米饭倒进凉水里冲一冲
112020,112,烹饪,同时准备多样菜品时合理的下锅顺序是？,先做耐放的再做易凉的,想到哪样就先做哪样,把所有食材一次性全倒进锅,边做边把成品丢在地上
112021,112,烹饪,翻炒过程中食材容易糊锅应如何应对？,适当调小火并不断翻动,加大火力想快点炒完,盖上锅盖不管任其焖着,直接往锅里浇一瓢凉水灭火
112022,112,烹饪,煎制时油温过高容易出现什么问题？,食材外焦而内部不熟,食材整体偏软难以上色,食材会迅速变得湿软出水,食材凭空消失得无影无踪
112023,112,烹饪,想让单人餐的菜肴受热均匀煎炒时应如何操作？,适时翻动让各面均匀受热,摆好后就一直不去翻动它,把食材紧紧压在锅底不动,把食材竖着立在锅边
112024,112,烹饪,烹饪结束后对炉灶应如何处理？,及时关火并取出成品,关火后让饭菜一直留在锅里,不关火就去忙别的事情,把热锅直接扣在桌上离开
112025,112,调味,为单人餐的主菜调味时盐的用量原则是？,少量多次边尝边调整,按食谱一次精确称量后放入,先放足量再看情况补加,把盐换成等量的白糖
112026,112,调味,想给煎好的主菜提鲜可以适量添加什么？,少许生抽和现磨黑胡椒,多舀几勺浓郁的高汤膏,挤上厚厚一层番茄沙司,拌入一勺食用洗洁精
112027,112,调味,给米饭搭配的菜肴调味时较稳妥的顺序是？,先尝原味再决定是否加料,一开始就把全部调料加足,把常用调料先混匀再一起倒入,闭着眼随意乱撒一通
112028,112,调味,若主菜本身已经偏咸调味时应如何处理？,减少额外添加的盐和酱油,仍按平时的分量照常加盐,再补点盐让味道更突出,把菜泡进盐水里继续腌
