cid,type_id,adv_id,premise,context
组件id,组件类型名,组件限定的剧情npcid,前提id,组件内容
str,str,int,str,str
0,0,0,0,1
组件配置数据,,,,
1000,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}扭动着腰肢，让{penis_s}在自己的子宫口处反复摩擦，每次都让龟头微微顶开入口又缓缓退出。
1001,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双手撑在{Name}胸前，前后摆动臀部，让{penis_s}浅浅地戳刺着自己敏感的子宫颈，发出甜腻的呻吟。
1002,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}骑在{Name}身上，小幅度抬起又坐下，让{penis_s}一次又一次地顶开自己紧绷的子宫口，带出大量淫水。
1003,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}用手扶着{Name}的大腿，用子宫颈夹住{penis_s}龟头，紧紧吸住的同时还不停扭动腰部。
1004,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}前后摇摆身体，让{penis_s}在自己子宫口浅浅抽插，每次龟头挤入时都全身颤抖，小腹明显收缩。
1005,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双手抓着{Name}肩膀，缓缓下沉腰部，用子宫颈一点点吞咽{penis_s}的龟头，再慢慢吐出。
1006,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}绷紧大腿，用子宫口紧紧咬住{penis_s}顶端，小腹不受控制地一阵阵痉挛，淫水从结合处喷溅而出。
1007,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}上下起伏着身体，让{penis_s}在子宫口进进出出，每次龟头顶入都让她双眼上翻，浑身抽搐。
1008,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}摇晃着臀部，用子宫颈反复亲吻{penis_s}敏感的龟头，子宫口随着快感一张一合地蠕动。
1009,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}扶着自己的小腹，主动用子宫口套弄{penis_s}，每当龟头刺入都能感受到那团肉在腹内凸起。
1010,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}塌下腰肢，用子宫入口吸吮{penis_s}，同时不规则地扭动臀部，让龟头在入口处碾磨。
1011,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双腿打颤，却仍坚持让{penis_s}一次次挤开子宫颈，龟头每次擦过敏感点都让她发出淫荡的尖叫。
1012,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}弓起背，将{penis_s}引导到最敏感的子宫口，然后前后摆动，让龟头反复摩擦那个窄小的入口。
1013,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}调整角度，让{penis_s}恰好能顶住子宫颈，然后大力下压，使龟头部分嵌入那紧致的肉环中。
1014,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双手撑地，前后摇摆身体，让{penis_s}在子宫口附近浅浅戳刺，每次接触都引发一阵阵酥麻。
1015,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}控制呼吸，有节奏地收缩子宫颈，像是在吮吸般吞吐着{penis_s}的前端，带出大量淫液。
1016,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双手握住{Name}的手腕固定住，腰肢快速前后摇摆，让{penis_s}在子宫口疯狂摩擦，带出水声。
1017,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}半跪着起身又坐下，让{penis_s}反复撞击柔嫩的子宫口，每次都恰到好处地卡在入口不进不出。
1018,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}咬住下唇，用子宫口有意识地夹紧{penis_s}的龟头，同时旋转腰肢让它在入口处打圈。
1019,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}小腹绷紧，用尽全身力气把子宫颈下沉，让{penis_s}的前端陷入那个窄小的肉环中反复研磨。
1020,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}放荡地抬高臀部再重重坐下，每次都让{penis_s}精确撞击子宫颈，淫水随着动作四溅。
1021,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双手揉搓着自己的小腹，感受{penis_s}顶开子宫口时带来的酸胀感，同时不断摇摆身体。
1022,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}骑在{Name}身上前倾身体，让{penis_s}从特殊角度刺激子宫口，每次触碰都让她腿根抽搐。
1023,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双腿打开到极限，用子宫口浅浅含住{penis_s}的顶端，然后快速颤动腰肢制造强烈刺激。
1024,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}腰部不断画圈，让{penis_s}在子宫颈四周画圈摩擦，时不时恰好顶入那个敏感的小口。
1025,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}双腿盘在{Name}腰上，扭动屁股让{penis_s}反复顶开自己的子宫口，小穴随动作不断痉挛。
1026,action_part_penis_in_body_7_B,0,dr_womb_position_insert,{TargetName}手撑在{Name}腹部，前后摇晃臀部，让子宫颈一次次含住{penis_s}的前端再吐出。
